DurationMonth,CreditAmount,Age,Residence,NumberPeopleLiable,ExistingCredits,InstallmentRate,SavingsAccount,PresentEmployment,StatusCheckingAccount,CreditHistory,Purpose,PersonalStatus,OtherDebtors,Property,OtherInstallment,Housing,Job,Telephone,ForeignWorker,Class
48,12749,37,1,1,1,4,3.0,4,4,4,5,3,1,3,3,2,4,2,1,1
9,1366,22,4,1,1,3,1.0,2,1,3,5,2,1,2,3,1,3,1,1,2
12,2002,30,4,2,1,3,1.0,4,2,3,1,3,1,2,3,1,3,2,1,1
24,6872,55,1,1,1,2,1.0,2,1,2,4,1,1,2,1,2,3,2,1,2
12,697,46,2,1,2,4,1.0,2,1,2,1,3,1,3,1,2,3,2,1,2
18,1049,21,4,1,1,4,1.0,2,1,5,4,2,1,2,3,1,3,1,1,1
48,10297,39,4,2,3,4,1.0,4,1,3,2,3,1,4,2,3,3,2,1,2
30,1867,58,4,1,1,4,1.0,5,4,3,5,3,1,3,3,2,3,2,1,1
12,1344,43,2,2,2,4,1.0,3,1,4,1,3,1,1,3,2,2,1,1,1
24,1747,24,1,1,1,4,1.0,2,1,3,4,3,2,2,3,2,2,1,2,1
9,1670,22,2,1,1,4,1.0,2,2,3,5,2,1,3,3,2,3,2,1,2
9,1224,30,1,1,2,3,1.0,3,4,5,1,3,1,1,3,2,3,1,1,1
12,522,42,4,2,2,4,3.0,5,4,5,5,3,1,2,3,2,3,2,1,1
12,1498,23,1,1,1,4,1.0,3,1,3,5,2,1,3,1,2,3,1,1,1
30,1919,30,3,1,2,4,2.0,2,2,4,5,3,1,4,2,2,4,1,1,2
9,745,28,2,1,1,3,1.0,3,3,3,5,2,1,1,3,2,2,1,1,2
6,2063,30,3,1,1,4,1.0,2,2,3,5,4,1,3,3,1,4,2,1,1
60,6288,42,4,1,1,4,1.0,3,2,3,8,3,1,4,3,3,3,1,1,2
24,6842,46,4,2,2,2,1.0,3,4,5,2,3,1,2,3,2,4,2,1,1
12,3527,45,3,2,1,2,1.0,2,4,3,1,3,1,2,3,2,4,2,1,1
10,1546,31,2,2,1,3,1.0,3,4,3,1,3,1,1,3,2,2,1,2,1
24,929,31,2,1,1,4,1.0,4,4,3,4,3,1,3,2,2,3,2,1,1
4,1455,42,1,2,3,2,1.0,4,4,5,1,3,1,1,3,2,2,1,1,1
15,1845,46,1,1,1,4,1.0,2,1,3,4,2,3,2,3,1,3,1,1,1
48,8358,30,1,1,2,1,3.0,2,2,1,1,2,1,3,3,2,3,1,1,1
24,3349,30,4,2,1,4,3.0,2,1,2,4,3,1,4,3,3,3,2,1,2
12,2859,38,4,1,1,4,1.0,1,4,3,1,3,1,4,3,2,4,2,1,1
18,1533,43,1,2,1,4,1.0,2,4,3,4,4,2,2,3,2,2,1,1,2
24,3621,31,4,1,2,2,2.0,5,4,3,5,3,1,3,3,2,3,1,1,2
18,3590,40,3,2,3,3,1.0,1,2,5,10,4,1,3,3,2,1,2,1,1
36,2145,24,1,1,2,2,1.0,4,1,4,10,3,1,3,3,2,3,2,1,2
24,4113,28,4,1,1,3,3.0,2,2,3,2,2,1,3,3,1,3,1,1,2
36,10974,26,2,1,2,4,1.0,1,4,3,4,2,1,3,3,2,4,2,1,2
12,1893,29,4,1,1,4,1.0,3,1,3,1,2,3,2,3,2,3,2,1,1
24,1231,57,4,1,2,4,4.0,5,1,5,5,2,1,2,3,1,4,2,1,1
30,3656,49,4,1,2,4,1.0,5,3,5,5,3,1,2,2,2,2,1,1,1
9,1154,37,4,1,3,2,1.0,5,2,5,5,3,1,1,3,2,2,1,1,1
28,4006,45,2,1,1,3,1.0,3,1,3,1,3,1,3,3,2,2,1,1,2
24,3069,30,4,1,1,4,2.0,5,2,3,4,3,1,4,3,3,3,1,1,1
6,1740,30,2,1,2,2,1.0,5,4,5,5,4,1,1,3,1,3,1,1,1
21,2353,47,4,1,2,1,1.0,3,2,4,1,1,1,2,3,2,3,1,1,1
15,3556,29,2,1,1,3,1.0,3,4,3,1,3,1,4,3,2,3,1,1,1
24,2397,35,2,1,2,3,3.0,5,4,3,5,3,1,3,1,2,3,2,1,2
6,454,22,1,1,1,3,1.0,2,2,3,7,4,1,2,3,2,2,1,1,1
30,1715,26,1,1,1,4,1.0,3,2,3,5,2,1,3,3,2,3,1,1,1
27,2520,23,2,1,2,4,3.0,3,2,5,5,3,1,2,3,2,2,1,1,2
15,3568,54,2,1,1,4,1.0,5,4,3,5,2,1,3,1,1,4,2,1,1
42,7166,29,4,1,1,2,1.0,4,4,3,5,4,1,2,3,1,3,2,1,1
11,3939,40,2,2,2,1,1.0,3,1,5,1,3,1,1,3,2,2,1,1,1
15,1514,22,2,1,1,4,2.0,3,2,3,7,3,3,1,3,2,3,1,1,1
24,7393,43,4,2,1,1,1.0,3,4,3,1,3,1,2,3,2,2,1,1,1
24,1193,29,4,1,2,1,1.0,1,1,2,1,2,2,4,3,1,1,1,1,2
60,7297,36,4,1,1,4,1.0,5,1,3,10,3,2,4,3,1,3,1,1,2
30,2831,33,2,1,1,4,1.0,3,4,5,5,2,1,3,3,2,3,2,1,1
24,1258,57,3,1,1,3,3.0,3,3,3,5,2,1,3,3,2,2,1,1,1
6,753,64,3,1,1,2,1.0,3,2,3,5,2,3,1,3,2,3,1,1,1
18,2427,42,2,1,2,4,1.0,5,2,4,10,3,1,2,3,2,3,1,1,1
24,2538,47,4,2,2,4,1.0,5,4,4,1,3,1,3,3,2,2,1,1,2
15,1264,25,2,1,1,2,2.0,3,2,2,1,4,1,2,3,1,3,1,1,2
30,8386,49,2,1,1,2,1.0,4,2,5,4,3,1,2,3,2,3,1,1,2
48,4844,33,2,1,1,3,1.0,1,4,3,10,3,1,3,1,1,4,2,1,2
21,2923,28,1,1,1,1,2.0,3,3,3,1,2,1,3,1,2,4,2,1,1
36,8229,26,2,2,1,2,1.0,3,1,3,2,3,1,2,3,2,3,1,1,2
24,2028,30,2,1,2,2,1.0,4,4,5,4,3,1,2,3,2,2,1,1,1
15,1433,25,3,1,2,4,1.0,3,1,5,4,2,1,2,3,1,3,1,1,1
42,6289,33,1,1,2,2,1.0,2,3,1,10,1,1,2,3,2,3,1,1,1
13,1409,64,4,1,1,2,2.0,1,4,3,5,2,1,1,3,2,3,1,1,1
24,6579,29,2,1,1,4,1.0,1,1,3,2,3,1,4,3,3,4,2,1,1
24,1743,48,2,1,2,4,1.0,5,2,5,5,3,1,2,3,2,2,1,1,1
12,3565,37,1,2,2,2,1.0,2,4,5,8,3,1,2,3,2,2,1,1,1
15,1569,34,4,2,1,4,2.0,5,4,2,5,3,1,3,1,2,2,1,1,1
18,1936,23,4,1,2,2,1.0,4,1,3,5,4,1,3,3,1,2,1,1,1
36,3959,30,3,1,1,4,1.0,1,1,3,4,3,1,2,3,2,4,2,1,1
12,2390,50,3,1,1,4,1.0,5,4,3,1,3,1,3,3,2,3,2,1,1
12,1736,31,4,1,1,3,1.0,4,4,3,4,2,1,1,3,2,2,1,1,1
30,3857,40,4,1,1,4,1.0,3,1,3,2,1,1,2,3,2,4,2,1,1
12,804,38,4,1,1,4,1.0,5,4,3,5,3,1,3,3,2,3,1,1,1
45,1845,23,4,1,1,4,1.0,3,1,3,5,3,1,4,3,3,3,2,1,2
45,4576,27,4,1,1,3,2.0,1,2,5,2,3,1,3,3,2,3,1,1,1
